Source,SourceID,Target,TargetID,Year,Type,Label,Weight
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1914","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","6"
"Arthur Schnitzler","2121","Hermann Bahr","Hermann Bahr","1914","Directed","Arthur Schnitzler an Hermann Bahr","2.6315789473684212"
"Arthur Schnitzler","2121","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1914","Directed","Arthur Schnitzler an Hugo von Hofmannsthal","2.4390243902439024"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1914","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","2"
"Richard Beer-Hofmann","10863","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1914","Directed","Richard Beer-Hofmann an Hugo von Hofmannsthal","2.4390243902439024"
"Hugo von Hofmannsthal","11740","Hermann Bahr","Hermann Bahr","1914","Directed","Hugo von Hofmannsthal an Hermann Bahr","13.157894736842104"
"Hermann Bahr","10815","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1914","Directed","Hermann Bahr an Hugo von Hofmannsthal","14.634146341463415"
"Richard Beer-Hofmann","10863","Hermann Bahr","Hermann Bahr","1914","Directed","Richard Beer-Hofmann an Hermann Bahr","1.3157894736842106"
"Hermann Bahr","10815","Richard Beer-Hofmann","Richard Beer-Hofmann","1914","Directed","Hermann Bahr an Richard Beer-Hofmann","1"
"Hugo von Hofmannsthal","11740","Felix Salten","Felix Salten","1914","Directed","Hugo von Hofmannsthal an Felix Salten","17.64705882352941"
"Felix Salten","2167","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1914","Directed","Felix Salten an Hugo von Hofmannsthal","2.4390243902439024"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1914","Directed","Felix Salten an Arthur Schnitzler","3"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","Richard Beer-Hofmann","1915","Directed","Arthur Schnitzler an Richard Beer-Hofmann","2"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1915","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","3"
"Hermann Bahr","10815","Arthur Schnitzler","Arthur Schnitzler","1915","Directed","Hermann Bahr an Arthur Schnitzler","1"
"Richard Beer-Hofmann","10863","Arthur Schnitzler","Arthur Schnitzler","1915","Directed","Richard Beer-Hofmann an Arthur Schnitzler","1"
"Arthur Schnitzler","2121","Hermann Bahr","Hermann Bahr","1915","Directed","Arthur Schnitzler an Hermann Bahr","1.3157894736842106"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1915","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","2"
"Hugo von Hofmannsthal","11740","Hermann Bahr","Hermann Bahr","1915","Directed","Hugo von Hofmannsthal an Hermann Bahr","7.894736842105263"
"Hermann Bahr","10815","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1915","Directed","Hermann Bahr an Hugo von Hofmannsthal","4.878048780487805"
"Hugo von Hofmannsthal","11740","Felix Salten","Felix Salten","1915","Directed","Hugo von Hofmannsthal an Felix Salten","8.823529411764705"
"Felix Salten","2167","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1915","Directed","Felix Salten an Hugo von Hofmannsthal","2.4390243902439024"
"Paul Goldmann","11485","Arthur Schnitzler","Arthur Schnitzler","1915","Directed","Paul Goldmann an Arthur Schnitzler","1"
"Arthur Schnitzler","2121","Felix Salten","Felix Salten","1915","Directed","Arthur Schnitzler an Felix Salten","5.88235294117647"
"Arthur Schnitzler","2121","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1916","Directed","Arthur Schnitzler an Hugo von Hofmannsthal","2.4390243902439024"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","Richard Beer-Hofmann","1916","Directed","Arthur Schnitzler an Richard Beer-Hofmann","5"
"Richard Beer-Hofmann","10863","Arthur Schnitzler","Arthur Schnitzler","1916","Directed","Richard Beer-Hofmann an Arthur Schnitzler","2"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1916","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","3"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1916","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","1"
"Hugo von Hofmannsthal","11740","Hermann Bahr","Hermann Bahr","1916","Directed","Hugo von Hofmannsthal an Hermann Bahr","18.42105263157895"
"Hermann Bahr","10815","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1916","Directed","Hermann Bahr an Hugo von Hofmannsthal","14.634146341463415"
"Hermann Bahr","10815","Richard Beer-Hofmann","Richard Beer-Hofmann","1916","Directed","Hermann Bahr an Richard Beer-Hofmann","2"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1916","Directed","Felix Salten an Arthur Schnitzler","1"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","Richard Beer-Hofmann","1917","Directed","Arthur Schnitzler an Richard Beer-Hofmann","4"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1917","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","3"
"Richard Beer-Hofmann","10863","Arthur Schnitzler","Arthur Schnitzler","1917","Directed","Richard Beer-Hofmann an Arthur Schnitzler","3"
"Arthur Schnitzler","2121","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1917","Directed","Arthur Schnitzler an Hugo von Hofmannsthal","2.4390243902439024"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1917","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","3"
"Richard Beer-Hofmann","10863","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1917","Directed","Richard Beer-Hofmann an Hugo von Hofmannsthal","2.4390243902439024"
"Hugo von Hofmannsthal","11740","Hermann Bahr","Hermann Bahr","1917","Directed","Hugo von Hofmannsthal an Hermann Bahr","9.210526315789474"
"Hermann Bahr","10815","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1917","Directed","Hermann Bahr an Hugo von Hofmannsthal","12.195121951219512"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1917","Directed","Felix Salten an Arthur Schnitzler","2"
"Arthur Schnitzler","2121","Felix Salten","Felix Salten","1917","Directed","Arthur Schnitzler an Felix Salten","2.941176470588235"
"Felix Salten","2167","Hermann Bahr","Hermann Bahr","1917","Directed","Felix Salten an Hermann Bahr","1.3157894736842106"
"Arthur Schnitzler","2121","Hermann Bahr","Hermann Bahr","1918","Directed","Arthur Schnitzler an Hermann Bahr","2.6315789473684212"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1918","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","3"
"Richard Beer-Hofmann","10863","Arthur Schnitzler","Arthur Schnitzler","1918","Directed","Richard Beer-Hofmann an Arthur Schnitzler","2"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","Richard Beer-Hofmann","1918","Directed","Arthur Schnitzler an Richard Beer-Hofmann","3"
"Hermann Bahr","10815","Arthur Schnitzler","Arthur Schnitzler","1918","Directed","Hermann Bahr an Arthur Schnitzler","1"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1918","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","3"
"Hugo von Hofmannsthal","11740","Hermann Bahr","Hermann Bahr","1918","Directed","Hugo von Hofmannsthal an Hermann Bahr","18.42105263157895"
"Hermann Bahr","10815","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1918","Directed","Hermann Bahr an Hugo von Hofmannsthal","7.317073170731708"
"Hermann Bahr","10815","Richard Beer-Hofmann","Richard Beer-Hofmann","1918","Directed","Hermann Bahr an Richard Beer-Hofmann","2"
"Hermann Bahr","10815","Felix Salten","Felix Salten","1918","Directed","Hermann Bahr an Felix Salten","2.941176470588235"
"Paul Goldmann","11485","Richard Beer-Hofmann","Richard Beer-Hofmann","1918","Directed","Paul Goldmann an Richard Beer-Hofmann","1 75"
"Felix Salten","2167","Hermann Bahr","Hermann Bahr","1918","Directed","Felix Salten an Hermann Bahr","1.3157894736842106"
"Richard Beer-Hofmann","10863","Arthur Schnitzler","Arthur Schnitzler","1919","Directed","Richard Beer-Hofmann an Arthur Schnitzler","1"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1919","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","4"
"Arthur Schnitzler","2121","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1919","Directed","Arthur Schnitzler an Hugo von Hofmannsthal","2.4390243902439024"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1919","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","3"
"Richard Beer-Hofmann","10863","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1919","Directed","Richard Beer-Hofmann an Hugo von Hofmannsthal","2.4390243902439024"
"Hugo von Hofmannsthal","11740","Hermann Bahr","Hermann Bahr","1919","Directed","Hugo von Hofmannsthal an Hermann Bahr","2.6315789473684212"
"Hermann Bahr","10815","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1919","Directed","Hermann Bahr an Hugo von Hofmannsthal","2.4390243902439024"
"Richard Beer-Hofmann","10863","Hermann Bahr","Hermann Bahr","1919","Directed","Richard Beer-Hofmann an Hermann Bahr","1.3157894736842106"
"Hermann Bahr","10815","Richard Beer-Hofmann","Richard Beer-Hofmann","1919","Directed","Hermann Bahr an Richard Beer-Hofmann","5"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1919","Directed","Felix Salten an Arthur Schnitzler","1"
"Arthur Schnitzler","2121","Felix Salten","Felix Salten","1919","Directed","Arthur Schnitzler an Felix Salten","2.941176470588235"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1920","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","8"
"Richard Beer-Hofmann","10863","Arthur Schnitzler","Arthur Schnitzler","1920","Directed","Richard Beer-Hofmann an Arthur Schnitzler","2"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","Richard Beer-Hofmann","1920","Directed","Arthur Schnitzler an Richard Beer-Hofmann","1"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1920","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","2"
"Richard Beer-Hofmann","10863","Hermann Bahr","Hermann Bahr","1920","Directed","Richard Beer-Hofmann an Hermann Bahr","2.6315789473684212"
"Hermann Bahr","10815","Richard Beer-Hofmann","Richard Beer-Hofmann","1920","Directed","Hermann Bahr an Richard Beer-Hofmann","2"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","Richard Beer-Hofmann","1921","Directed","Arthur Schnitzler an Richard Beer-Hofmann","3"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1921","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","1"
"Hermann Bahr","10815","Arthur Schnitzler","Arthur Schnitzler","1921","Directed","Hermann Bahr an Arthur Schnitzler","1"
"Arthur Schnitzler","2121","Hermann Bahr","Hermann Bahr","1921","Directed","Arthur Schnitzler an Hermann Bahr","1.3157894736842106"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1921","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","1"
"Hugo von Hofmannsthal","11740","Hermann Bahr","Hermann Bahr","1921","Directed","Hugo von Hofmannsthal an Hermann Bahr","10.526315789473685"
"Hermann Bahr","10815","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1921","Directed","Hermann Bahr an Hugo von Hofmannsthal","2.4390243902439024"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1921","Directed","Felix Salten an Arthur Schnitzler","6"
"Paul Goldmann","11485","Richard Beer-Hofmann","Richard Beer-Hofmann","1921","Directed","Paul Goldmann an Richard Beer-Hofmann","1 75"
"Felix Salten","2167","Hermann Bahr","Hermann Bahr","1921","Directed","Felix Salten an Hermann Bahr","1.3157894736842106"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1922","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","1"
"Arthur Schnitzler","2121","Hermann Bahr","Hermann Bahr","1922","Directed","Arthur Schnitzler an Hermann Bahr","2.6315789473684212"
"Hermann Bahr","10815","Arthur Schnitzler","Arthur Schnitzler","1922","Directed","Hermann Bahr an Arthur Schnitzler","1"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","Richard Beer-Hofmann","1922","Directed","Arthur Schnitzler an Richard Beer-Hofmann","3"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1922","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","3"
"Richard Beer-Hofmann","10863","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1922","Directed","Richard Beer-Hofmann an Hugo von Hofmannsthal","2.4390243902439024"
"Hugo von Hofmannsthal","11740","Hermann Bahr","Hermann Bahr","1922","Directed","Hugo von Hofmannsthal an Hermann Bahr","6.578947368421052"
"Hermann Bahr","10815","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1922","Directed","Hermann Bahr an Hugo von Hofmannsthal","2.4390243902439024"
"Hugo von Hofmannsthal","11740","Felix Salten","Felix Salten","1922","Directed","Hugo von Hofmannsthal an Felix Salten","2.941176470588235"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1922","Directed","Felix Salten an Arthur Schnitzler","6"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1923","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","2"
"Richard Beer-Hofmann","10863","Arthur Schnitzler","Arthur Schnitzler","1923","Directed","Richard Beer-Hofmann an Arthur Schnitzler","1"
"Arthur Schnitzler","2121","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1923","Directed","Arthur Schnitzler an Hugo von Hofmannsthal","4.878048780487805"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","Richard Beer-Hofmann","1923","Directed","Arthur Schnitzler an Richard Beer-Hofmann","1"
"Hugo von Hofmannsthal","11740","Hermann Bahr","Hermann Bahr","1923","Directed","Hugo von Hofmannsthal an Hermann Bahr","5.2631578947368425"
"Hermann Bahr","10815","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1923","Directed","Hermann Bahr an Hugo von Hofmannsthal","2.4390243902439024"
"Hermann Bahr","10815","Richard Beer-Hofmann","Richard Beer-Hofmann","1923","Directed","Hermann Bahr an Richard Beer-Hofmann","2"
"Hugo von Hofmannsthal","11740","Felix Salten","Felix Salten","1923","Directed","Hugo von Hofmannsthal an Felix Salten","5.88235294117647"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1923","Directed","Felix Salten an Arthur Schnitzler","1"
"Arthur Schnitzler","2121","Felix Salten","Felix Salten","1923","Directed","Arthur Schnitzler an Felix Salten","5.88235294117647"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","Richard Beer-Hofmann","1924","Directed","Arthur Schnitzler an Richard Beer-Hofmann","3"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1924","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","4"
"Arthur Schnitzler","2121","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1924","Directed","Arthur Schnitzler an Hugo von Hofmannsthal","4.878048780487805"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1924","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","2"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1924","Directed","Felix Salten an Arthur Schnitzler","2"
"Arthur Schnitzler","2121","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1925","Directed","Arthur Schnitzler an Hugo von Hofmannsthal","7.317073170731708"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","Richard Beer-Hofmann","1925","Directed","Arthur Schnitzler an Richard Beer-Hofmann","3"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1925","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","5"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1925","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","1"
"Hermann Bahr","10815","Richard Beer-Hofmann","Richard Beer-Hofmann","1925","Directed","Hermann Bahr an Richard Beer-Hofmann","1"
"Hugo von Hofmannsthal","11740","Felix Salten","Felix Salten","1925","Directed","Hugo von Hofmannsthal an Felix Salten","23.52941176470588"
"Felix Salten","2167","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1925","Directed","Felix Salten an Hugo von Hofmannsthal","7.317073170731708"
"Hermann Bahr","10815","Felix Salten","Felix Salten","1925","Directed","Hermann Bahr an Felix Salten","5.88235294117647"
"Richard Beer-Hofmann","10863","Felix Salten","Felix Salten","1925","Directed","Richard Beer-Hofmann an Felix Salten","2.941176470588235"
"Paul Goldmann","11485","Arthur Schnitzler","Arthur Schnitzler","1925","Directed","Paul Goldmann an Arthur Schnitzler","3"
"Arthur Schnitzler","2121","Paul Goldmann","Paul Goldmann","1925","Directed","Arthur Schnitzler an Paul Goldmann","1"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1925","Directed","Felix Salten an Arthur Schnitzler","3"
"Arthur Schnitzler","2121","Felix Salten","Felix Salten","1925","Directed","Arthur Schnitzler an Felix Salten","2.941176470588235"
"Felix Salten","2167","Hermann Bahr","Hermann Bahr","1925","Directed","Felix Salten an Hermann Bahr","1.3157894736842106"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","Richard Beer-Hofmann","1926","Directed","Arthur Schnitzler an Richard Beer-Hofmann","2"
"Arthur Schnitzler","2121","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1926","Directed","Arthur Schnitzler an Hugo von Hofmannsthal","2.4390243902439024"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1926","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","1"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1926","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","1"
"Hugo von Hofmannsthal","11740","Hermann Bahr","Hermann Bahr","1926","Directed","Hugo von Hofmannsthal an Hermann Bahr","1.3157894736842106"
"Hugo von Hofmannsthal","11740","Felix Salten","Felix Salten","1926","Directed","Hugo von Hofmannsthal an Felix Salten","5.88235294117647"
"Felix Salten","2167","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1926","Directed","Felix Salten an Hugo von Hofmannsthal","2.4390243902439024"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1926","Directed","Felix Salten an Arthur Schnitzler","1"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","Richard Beer-Hofmann","1927","Directed","Arthur Schnitzler an Richard Beer-Hofmann","2"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1927","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","2"
"Arthur Schnitzler","2121","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1927","Directed","Arthur Schnitzler an Hugo von Hofmannsthal","4.878048780487805"
"Richard Beer-Hofmann","10863","Arthur Schnitzler","Arthur Schnitzler","1927","Directed","Richard Beer-Hofmann an Arthur Schnitzler","1"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1927","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","4"
"Richard Beer-Hofmann","10863","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1927","Directed","Richard Beer-Hofmann an Hugo von Hofmannsthal","2.4390243902439024"
"Hugo von Hofmannsthal","11740","Hermann Bahr","Hermann Bahr","1927","Directed","Hugo von Hofmannsthal an Hermann Bahr","2.6315789473684212"
"Hermann Bahr","10815","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1927","Directed","Hermann Bahr an Hugo von Hofmannsthal","2.4390243902439024"
"Hugo von Hofmannsthal","11740","Felix Salten","Felix Salten","1927","Directed","Hugo von Hofmannsthal an Felix Salten","5.88235294117647"
"Paul Goldmann","11485","Arthur Schnitzler","Arthur Schnitzler","1927","Directed","Paul Goldmann an Arthur Schnitzler","2"
"Arthur Schnitzler","2121","Paul Goldmann","Paul Goldmann","1927","Directed","Arthur Schnitzler an Paul Goldmann","1"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1927","Directed","Felix Salten an Arthur Schnitzler","3"
"Arthur Schnitzler","2121","Felix Salten","Felix Salten","1927","Directed","Arthur Schnitzler an Felix Salten","8.823529411764705"
"Felix Salten","2167","Hermann Bahr","Hermann Bahr","1927","Directed","Felix Salten an Hermann Bahr","2.6315789473684212"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1928","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","3"
"Arthur Schnitzler","2121","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1928","Directed","Arthur Schnitzler an Hugo von Hofmannsthal","2.4390243902439024"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","Richard Beer-Hofmann","1928","Directed","Arthur Schnitzler an Richard Beer-Hofmann","1"
"Hugo von Hofmannsthal","11740","Hermann Bahr","Hermann Bahr","1928","Directed","Hugo von Hofmannsthal an Hermann Bahr","1.3157894736842106"
"Hugo von Hofmannsthal","11740","Felix Salten","Felix Salten","1928","Directed","Hugo von Hofmannsthal an Felix Salten","5.88235294117647"
"Paul Goldmann","11485","Arthur Schnitzler","Arthur Schnitzler","1928","Directed","Paul Goldmann an Arthur Schnitzler","1"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1928","Directed","Felix Salten an Arthur Schnitzler","3"
"Arthur Schnitzler","2121","Felix Salten","Felix Salten","1928","Directed","Arthur Schnitzler an Felix Salten","2.941176470588235"
"Arthur Schnitzler","2121","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1929","Directed","Arthur Schnitzler an Hugo von Hofmannsthal","4.878048780487805"
"Richard Beer-Hofmann","10863","Arthur Schnitzler","Arthur Schnitzler","1929","Directed","Richard Beer-Hofmann an Arthur Schnitzler","1"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1929","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","1"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1929","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","1"
"Arthur Schnitzler","2121","Felix Salten","Felix Salten","1929","Directed","Arthur Schnitzler an Felix Salten","5.88235294117647"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1929","Directed","Felix Salten an Arthur Schnitzler","4"
"Richard Beer-Hofmann","10863","Arthur Schnitzler","Arthur Schnitzler","1930","Directed","Richard Beer-Hofmann an Arthur Schnitzler","2"
"Hermann Bahr","10815","Arthur Schnitzler","Arthur Schnitzler","1930","Directed","Hermann Bahr an Arthur Schnitzler","2"
"Arthur Schnitzler","2121","Hermann Bahr","Hermann Bahr","1930","Directed","Arthur Schnitzler an Hermann Bahr","2.6315789473684212"
"Hermann Bahr","10815","Felix Salten","Felix Salten","1930","Directed","Hermann Bahr an Felix Salten","8.823529411764705"
"Paul Goldmann","11485","Arthur Schnitzler","Arthur Schnitzler","1930","Directed","Paul Goldmann an Arthur Schnitzler","1"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1930","Directed","Felix Salten an Arthur Schnitzler","5"
"Richard Beer-Hofmann","10863","Arthur Schnitzler","Arthur Schnitzler","1931","Directed","Richard Beer-Hofmann an Arthur Schnitzler","1"
"Arthur Schnitzler","2121","Hermann Bahr","Hermann Bahr","1931","Directed","Arthur Schnitzler an Hermann Bahr","1.3157894736842106"
"Hermann Bahr","10815","Arthur Schnitzler","Arthur Schnitzler","1931","Directed","Hermann Bahr an Arthur Schnitzler","1"
"Paul Goldmann","11485","Arthur Schnitzler","Arthur Schnitzler","1931","Directed","Paul Goldmann an Arthur Schnitzler","3"
"Arthur Schnitzler","2121","Felix Salten","Felix Salten","1931","Directed","Arthur Schnitzler an Felix Salten","5.88235294117647"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1931","Directed","Felix Salten an Arthur Schnitzler","1"
