Source,SourceID,Target,TargetID,Year,Type,Label,Weight
"Hermann Bahr","10815","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1901","Directed","Hermann Bahr an Hugo von Hofmannsthal","7.317073170731708"
"Hugo von Hofmannsthal","11740","Felix Salten","Felix Salten","1901","Directed","Hugo von Hofmannsthal an Felix Salten","11.76470588235294"
"Hermann Bahr","10815","Felix Salten","Felix Salten","1901","Directed","Hermann Bahr an Felix Salten","2.941176470588235"
"Richard Beer-Hofmann","10863","Felix Salten","Felix Salten","1901","Directed","Richard Beer-Hofmann an Felix Salten","2.941176470588235"
"Paul Goldmann","11485","Arthur Schnitzler","Arthur Schnitzler","1901","Directed","Paul Goldmann an Arthur Schnitzler","47"
"Arthur Schnitzler","2121","Felix Salten","Felix Salten","1901","Directed","Arthur Schnitzler an Felix Salten","23.52941176470588"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1901","Directed","Felix Salten an Arthur Schnitzler","8"
"Felix Salten","2167","Hermann Bahr","Hermann Bahr","1901","Directed","Felix Salten an Hermann Bahr","9.210526315789474"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1902","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","18"
"Hermann Bahr","10815","Arthur Schnitzler","Arthur Schnitzler","1902","Directed","Hermann Bahr an Arthur Schnitzler","8"
"Arthur Schnitzler","2121","Hermann Bahr","Hermann Bahr","1902","Directed","Arthur Schnitzler an Hermann Bahr","10.526315789473685"
"Richard Beer-Hofmann","10863","Arthur Schnitzler","Arthur Schnitzler","1902","Directed","Richard Beer-Hofmann an Arthur Schnitzler","5"
"Arthur Schnitzler","2121","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1902","Directed","Arthur Schnitzler an Hugo von Hofmannsthal","12.195121951219512"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","Richard Beer-Hofmann","1902","Directed","Arthur Schnitzler an Richard Beer-Hofmann","8"
"Hugo von Hofmannsthal","11740","Hermann Bahr","Hermann Bahr","1902","Directed","Hugo von Hofmannsthal an Hermann Bahr","18.42105263157895"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1902","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","6"
"Hermann Bahr","10815","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1902","Directed","Hermann Bahr an Hugo von Hofmannsthal","7.317073170731708"
"Hermann Bahr","10815","Richard Beer-Hofmann","Richard Beer-Hofmann","1902","Directed","Hermann Bahr an Richard Beer-Hofmann","1"
"Hugo von Hofmannsthal","11740","Felix Salten","Felix Salten","1902","Directed","Hugo von Hofmannsthal an Felix Salten","11.76470588235294"
"Hermann Bahr","10815","Felix Salten","Felix Salten","1902","Directed","Hermann Bahr an Felix Salten","2.941176470588235"
"Paul Goldmann","11485","Arthur Schnitzler","Arthur Schnitzler","1902","Directed","Paul Goldmann an Arthur Schnitzler","46"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1902","Directed","Felix Salten an Arthur Schnitzler","19"
"Arthur Schnitzler","2121","Felix Salten","Felix Salten","1902","Directed","Arthur Schnitzler an Felix Salten","26.470588235294116"
"Paul Goldmann","11485","Richard Beer-Hofmann","Richard Beer-Hofmann","1902","Directed","Paul Goldmann an Richard Beer-Hofmann","6 75"
"Arthur Schnitzler","2121","Hermann Bahr","Hermann Bahr","1903","Directed","Arthur Schnitzler an Hermann Bahr","23.684210526315788"
"Hermann Bahr","10815","Arthur Schnitzler","Arthur Schnitzler","1903","Directed","Hermann Bahr an Arthur Schnitzler","17"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1903","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","22"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","Richard Beer-Hofmann","1903","Directed","Arthur Schnitzler an Richard Beer-Hofmann","15"
"Richard Beer-Hofmann","10863","Arthur Schnitzler","Arthur Schnitzler","1903","Directed","Richard Beer-Hofmann an Arthur Schnitzler","7"
"Arthur Schnitzler","2121","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1903","Directed","Arthur Schnitzler an Hugo von Hofmannsthal","17.073170731707318"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1903","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","9"
"Hugo von Hofmannsthal","11740","Hermann Bahr","Hermann Bahr","1903","Directed","Hugo von Hofmannsthal an Hermann Bahr","26.31578947368421"
"Hermann Bahr","10815","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1903","Directed","Hermann Bahr an Hugo von Hofmannsthal","21.951219512195124"
"Richard Beer-Hofmann","10863","Hermann Bahr","Hermann Bahr","1903","Directed","Richard Beer-Hofmann an Hermann Bahr","1.3157894736842106"
"Hermann Bahr","10815","Richard Beer-Hofmann","Richard Beer-Hofmann","1903","Directed","Hermann Bahr an Richard Beer-Hofmann","2"
"Hugo von Hofmannsthal","11740","Felix Salten","Felix Salten","1903","Directed","Hugo von Hofmannsthal an Felix Salten","32.35294117647059"
"Felix Salten","2167","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1903","Directed","Felix Salten an Hugo von Hofmannsthal","7.317073170731708"
"Hermann Bahr","10815","Felix Salten","Felix Salten","1903","Directed","Hermann Bahr an Felix Salten","14.705882352941176"
"Richard Beer-Hofmann","10863","Felix Salten","Felix Salten","1903","Directed","Richard Beer-Hofmann an Felix Salten","2.941176470588235"
"Paul Goldmann","11485","Arthur Schnitzler","Arthur Schnitzler","1903","Directed","Paul Goldmann an Arthur Schnitzler","33"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1903","Directed","Felix Salten an Arthur Schnitzler","20"
"Arthur Schnitzler","2121","Felix Salten","Felix Salten","1903","Directed","Arthur Schnitzler an Felix Salten","35.29411764705882"
"Paul Goldmann","11485","Richard Beer-Hofmann","Richard Beer-Hofmann","1903","Directed","Paul Goldmann an Richard Beer-Hofmann","2 75"
"Felix Salten","2167","Hermann Bahr","Hermann Bahr","1903","Directed","Felix Salten an Hermann Bahr","2.6315789473684212"
"Arthur Schnitzler","2121","Hermann Bahr","Hermann Bahr","1904","Directed","Arthur Schnitzler an Hermann Bahr","13.157894736842104"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","Richard Beer-Hofmann","1904","Directed","Arthur Schnitzler an Richard Beer-Hofmann","21"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1904","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","39"
"Hermann Bahr","10815","Arthur Schnitzler","Arthur Schnitzler","1904","Directed","Hermann Bahr an Arthur Schnitzler","21"
"Arthur Schnitzler","2121","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1904","Directed","Arthur Schnitzler an Hugo von Hofmannsthal","39.02439024390244"
"Richard Beer-Hofmann","10863","Arthur Schnitzler","Arthur Schnitzler","1904","Directed","Richard Beer-Hofmann an Arthur Schnitzler","15"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1904","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","2"
"Richard Beer-Hofmann","10863","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1904","Directed","Richard Beer-Hofmann an Hugo von Hofmannsthal","2.4390243902439024"
"Hugo von Hofmannsthal","11740","Hermann Bahr","Hermann Bahr","1904","Directed","Hugo von Hofmannsthal an Hermann Bahr","27.63157894736842"
"Hermann Bahr","10815","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1904","Directed","Hermann Bahr an Hugo von Hofmannsthal","17.073170731707318"
"Richard Beer-Hofmann","10863","Hermann Bahr","Hermann Bahr","1904","Directed","Richard Beer-Hofmann an Hermann Bahr","3.9473684210526314"
"Hermann Bahr","10815","Richard Beer-Hofmann","Richard Beer-Hofmann","1904","Directed","Hermann Bahr an Richard Beer-Hofmann","10"
"Hugo von Hofmannsthal","11740","Felix Salten","Felix Salten","1904","Directed","Hugo von Hofmannsthal an Felix Salten","32.35294117647059"
"Felix Salten","2167","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1904","Directed","Felix Salten an Hugo von Hofmannsthal","7.317073170731708"
"Hermann Bahr","10815","Felix Salten","Felix Salten","1904","Directed","Hermann Bahr an Felix Salten","26.470588235294116"
"Richard Beer-Hofmann","10863","Felix Salten","Felix Salten","1904","Directed","Richard Beer-Hofmann an Felix Salten","11.76470588235294"
"Paul Goldmann","11485","Arthur Schnitzler","Arthur Schnitzler","1904","Directed","Paul Goldmann an Arthur Schnitzler","20"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1904","Directed","Felix Salten an Arthur Schnitzler","16"
"Arthur Schnitzler","2121","Felix Salten","Felix Salten","1904","Directed","Arthur Schnitzler an Felix Salten","14.705882352941176"
"Felix Salten","2167","Hermann Bahr","Hermann Bahr","1904","Directed","Felix Salten an Hermann Bahr","11.842105263157894"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1905","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","15"
"Arthur Schnitzler","2121","Hermann Bahr","Hermann Bahr","1905","Directed","Arthur Schnitzler an Hermann Bahr","15.789473684210526"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","Richard Beer-Hofmann","1905","Directed","Arthur Schnitzler an Richard Beer-Hofmann","16"
"Hermann Bahr","10815","Arthur Schnitzler","Arthur Schnitzler","1905","Directed","Hermann Bahr an Arthur Schnitzler","11"
"Arthur Schnitzler","2121","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1905","Directed","Arthur Schnitzler an Hugo von Hofmannsthal","12.195121951219512"
"Richard Beer-Hofmann","10863","Arthur Schnitzler","Arthur Schnitzler","1905","Directed","Richard Beer-Hofmann an Arthur Schnitzler","9"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1905","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","9"
"Hugo von Hofmannsthal","11740","Hermann Bahr","Hermann Bahr","1905","Directed","Hugo von Hofmannsthal an Hermann Bahr","7.894736842105263"
"Hermann Bahr","10815","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1905","Directed","Hermann Bahr an Hugo von Hofmannsthal","4.878048780487805"
"Richard Beer-Hofmann","10863","Hermann Bahr","Hermann Bahr","1905","Directed","Richard Beer-Hofmann an Hermann Bahr","2.6315789473684212"
"Hermann Bahr","10815","Richard Beer-Hofmann","Richard Beer-Hofmann","1905","Directed","Hermann Bahr an Richard Beer-Hofmann","11"
"Hugo von Hofmannsthal","11740","Felix Salten","Felix Salten","1905","Directed","Hugo von Hofmannsthal an Felix Salten","41.17647058823529"
"Felix Salten","2167","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1905","Directed","Felix Salten an Hugo von Hofmannsthal","9.75609756097561"
"Paul Goldmann","11485","Arthur Schnitzler","Arthur Schnitzler","1905","Directed","Paul Goldmann an Arthur Schnitzler","8"
"Arthur Schnitzler","2121","Felix Salten","Felix Salten","1905","Directed","Arthur Schnitzler an Felix Salten","23.52941176470588"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1905","Directed","Felix Salten an Arthur Schnitzler","9"
"Felix Salten","2167","Hermann Bahr","Hermann Bahr","1905","Directed","Felix Salten an Hermann Bahr","9.210526315789474"
"Arthur Schnitzler","2121","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1906","Directed","Arthur Schnitzler an Hugo von Hofmannsthal","14.634146341463415"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","Richard Beer-Hofmann","1906","Directed","Arthur Schnitzler an Richard Beer-Hofmann","10"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1906","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","15"
"Hermann Bahr","10815","Arthur Schnitzler","Arthur Schnitzler","1906","Directed","Hermann Bahr an Arthur Schnitzler","7"
"Arthur Schnitzler","2121","Hermann Bahr","Hermann Bahr","1906","Directed","Arthur Schnitzler an Hermann Bahr","9.210526315789474"
"Richard Beer-Hofmann","10863","Arthur Schnitzler","Arthur Schnitzler","1906","Directed","Richard Beer-Hofmann an Arthur Schnitzler","3"
"Hugo von Hofmannsthal","11740","Hermann Bahr","Hermann Bahr","1906","Directed","Hugo von Hofmannsthal an Hermann Bahr","10.526315789473685"
"Hermann Bahr","10815","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1906","Directed","Hermann Bahr an Hugo von Hofmannsthal","4.878048780487805"
"Hermann Bahr","10815","Richard Beer-Hofmann","Richard Beer-Hofmann","1906","Directed","Hermann Bahr an Richard Beer-Hofmann","1"
"Felix Salten","2167","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1906","Directed","Felix Salten an Hugo von Hofmannsthal","9.75609756097561"
"Hugo von Hofmannsthal","11740","Felix Salten","Felix Salten","1906","Directed","Hugo von Hofmannsthal an Felix Salten","2.941176470588235"
"Hermann Bahr","10815","Felix Salten","Felix Salten","1906","Directed","Hermann Bahr an Felix Salten","11.76470588235294"
"Richard Beer-Hofmann","10863","Felix Salten","Felix Salten","1906","Directed","Richard Beer-Hofmann an Felix Salten","5.88235294117647"
"Paul Goldmann","11485","Arthur Schnitzler","Arthur Schnitzler","1906","Directed","Paul Goldmann an Arthur Schnitzler","13"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1906","Directed","Felix Salten an Arthur Schnitzler","24"
"Arthur Schnitzler","2121","Felix Salten","Felix Salten","1906","Directed","Arthur Schnitzler an Felix Salten","20.588235294117645"
"Felix Salten","2167","Hermann Bahr","Hermann Bahr","1906","Directed","Felix Salten an Hermann Bahr","17.105263157894736"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1907","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","22"
"Hermann Bahr","10815","Arthur Schnitzler","Arthur Schnitzler","1907","Directed","Hermann Bahr an Arthur Schnitzler","10"
"Arthur Schnitzler","2121","Hermann Bahr","Hermann Bahr","1907","Directed","Arthur Schnitzler an Hermann Bahr","14.473684210526315"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","Richard Beer-Hofmann","1907","Directed","Arthur Schnitzler an Richard Beer-Hofmann","16"
"Arthur Schnitzler","2121","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1907","Directed","Arthur Schnitzler an Hugo von Hofmannsthal","9.75609756097561"
"Richard Beer-Hofmann","10863","Arthur Schnitzler","Arthur Schnitzler","1907","Directed","Richard Beer-Hofmann an Arthur Schnitzler","11"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1907","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","3"
"Richard Beer-Hofmann","10863","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1907","Directed","Richard Beer-Hofmann an Hugo von Hofmannsthal","2.4390243902439024"
"Hugo von Hofmannsthal","11740","Hermann Bahr","Hermann Bahr","1907","Directed","Hugo von Hofmannsthal an Hermann Bahr","2.6315789473684212"
"Richard Beer-Hofmann","10863","Hermann Bahr","Hermann Bahr","1907","Directed","Richard Beer-Hofmann an Hermann Bahr","1.3157894736842106"
"Hermann Bahr","10815","Richard Beer-Hofmann","Richard Beer-Hofmann","1907","Directed","Hermann Bahr an Richard Beer-Hofmann","7"
"Hugo von Hofmannsthal","11740","Felix Salten","Felix Salten","1907","Directed","Hugo von Hofmannsthal an Felix Salten","8.823529411764705"
"Felix Salten","2167","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1907","Directed","Felix Salten an Hugo von Hofmannsthal","2.4390243902439024"
"Hermann Bahr","10815","Felix Salten","Felix Salten","1907","Directed","Hermann Bahr an Felix Salten","2.941176470588235"
"Richard Beer-Hofmann","10863","Felix Salten","Felix Salten","1907","Directed","Richard Beer-Hofmann an Felix Salten","5.88235294117647"
"Arthur Schnitzler","2121","Paul Goldmann","Paul Goldmann","1907","Directed","Arthur Schnitzler an Paul Goldmann","1"
"Paul Goldmann","11485","Arthur Schnitzler","Arthur Schnitzler","1907","Directed","Paul Goldmann an Arthur Schnitzler","8"
"Arthur Schnitzler","2121","Felix Salten","Felix Salten","1907","Directed","Arthur Schnitzler an Felix Salten","14.705882352941176"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1907","Directed","Felix Salten an Arthur Schnitzler","15"
"Paul Goldmann","11485","Richard Beer-Hofmann","Richard Beer-Hofmann","1907","Directed","Paul Goldmann an Richard Beer-Hofmann","1 75"
"Paul Goldmann","11485","Hermann Bahr","Hermann Bahr","1907","Directed","Paul Goldmann an Hermann Bahr","2.6315789473684212"
"Felix Salten","2167","Hermann Bahr","Hermann Bahr","1907","Directed","Felix Salten an Hermann Bahr","3.9473684210526314"
"Arthur Schnitzler","2121","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1908","Directed","Arthur Schnitzler an Hugo von Hofmannsthal","7.317073170731708"
"Richard Beer-Hofmann","10863","Arthur Schnitzler","Arthur Schnitzler","1908","Directed","Richard Beer-Hofmann an Arthur Schnitzler","5"
"Hermann Bahr","10815","Arthur Schnitzler","Arthur Schnitzler","1908","Directed","Hermann Bahr an Arthur Schnitzler","6"
"Arthur Schnitzler","2121","Hermann Bahr","Hermann Bahr","1908","Directed","Arthur Schnitzler an Hermann Bahr","7.894736842105263"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","Richard Beer-Hofmann","1908","Directed","Arthur Schnitzler an Richard Beer-Hofmann","18"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1908","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","11"
"Hermann Bahr","10815","Richard Beer-Hofmann","Richard Beer-Hofmann","1908","Directed","Hermann Bahr an Richard Beer-Hofmann","2"
"Felix Salten","2167","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1908","Directed","Felix Salten an Hugo von Hofmannsthal","4.878048780487805"
"Hermann Bahr","10815","Felix Salten","Felix Salten","1908","Directed","Hermann Bahr an Felix Salten","2.941176470588235"
"Paul Goldmann","11485","Arthur Schnitzler","Arthur Schnitzler","1908","Directed","Paul Goldmann an Arthur Schnitzler","8"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1908","Directed","Felix Salten an Arthur Schnitzler","9"
"Arthur Schnitzler","2121","Felix Salten","Felix Salten","1908","Directed","Arthur Schnitzler an Felix Salten","11.76470588235294"
"Paul Goldmann","11485","Richard Beer-Hofmann","Richard Beer-Hofmann","1908","Directed","Paul Goldmann an Richard Beer-Hofmann","1 75"
"Felix Salten","2167","Hermann Bahr","Hermann Bahr","1908","Directed","Felix Salten an Hermann Bahr","3.9473684210526314"
"Arthur Schnitzler","2121","Hermann Bahr","Hermann Bahr","1909","Directed","Arthur Schnitzler an Hermann Bahr","7.894736842105263"
"Richard Beer-Hofmann","10863","Arthur Schnitzler","Arthur Schnitzler","1909","Directed","Richard Beer-Hofmann an Arthur Schnitzler","9"
"Hermann Bahr","10815","Arthur Schnitzler","Arthur Schnitzler","1909","Directed","Hermann Bahr an Arthur Schnitzler","10"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","Richard Beer-Hofmann","1909","Directed","Arthur Schnitzler an Richard Beer-Hofmann","17"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1909","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","8"
"Arthur Schnitzler","2121","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1909","Directed","Arthur Schnitzler an Hugo von Hofmannsthal","7.317073170731708"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1909","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","2"
"Richard Beer-Hofmann","10863","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1909","Directed","Richard Beer-Hofmann an Hugo von Hofmannsthal","2.4390243902439024"
"Hugo von Hofmannsthal","11740","Hermann Bahr","Hermann Bahr","1909","Directed","Hugo von Hofmannsthal an Hermann Bahr","3.9473684210526314"
"Hermann Bahr","10815","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1909","Directed","Hermann Bahr an Hugo von Hofmannsthal","2.4390243902439024"
"Hermann Bahr","10815","Richard Beer-Hofmann","Richard Beer-Hofmann","1909","Directed","Hermann Bahr an Richard Beer-Hofmann","2"
"Felix Salten","2167","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1909","Directed","Felix Salten an Hugo von Hofmannsthal","2.4390243902439024"
"Paul Goldmann","11485","Arthur Schnitzler","Arthur Schnitzler","1909","Directed","Paul Goldmann an Arthur Schnitzler","5"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1909","Directed","Felix Salten an Arthur Schnitzler","11"
"Paul Goldmann","11485","Richard Beer-Hofmann","Richard Beer-Hofmann","1909","Directed","Paul Goldmann an Richard Beer-Hofmann","2 75"
"Felix Salten","2167","Hermann Bahr","Hermann Bahr","1909","Directed","Felix Salten an Hermann Bahr","5.2631578947368425"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1910","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","13"
"Richard Beer-Hofmann","10863","Arthur Schnitzler","Arthur Schnitzler","1910","Directed","Richard Beer-Hofmann an Arthur Schnitzler","12"
"Arthur Schnitzler","2121","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1910","Directed","Arthur Schnitzler an Hugo von Hofmannsthal","19.51219512195122"
"Arthur Schnitzler","2121","Hermann Bahr","Hermann Bahr","1910","Directed","Arthur Schnitzler an Hermann Bahr","7.894736842105263"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","Richard Beer-Hofmann","1910","Directed","Arthur Schnitzler an Richard Beer-Hofmann","21"
"Hermann Bahr","10815","Arthur Schnitzler","Arthur Schnitzler","1910","Directed","Hermann Bahr an Arthur Schnitzler","5"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1910","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","1"
"Hugo von Hofmannsthal","11740","Felix Salten","Felix Salten","1910","Directed","Hugo von Hofmannsthal an Felix Salten","14.705882352941176"
"Paul Goldmann","11485","Arthur Schnitzler","Arthur Schnitzler","1910","Directed","Paul Goldmann an Arthur Schnitzler","4"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1910","Directed","Felix Salten an Arthur Schnitzler","10"
"Arthur Schnitzler","2121","Felix Salten","Felix Salten","1910","Directed","Arthur Schnitzler an Felix Salten","8.823529411764705"
"Paul Goldmann","11485","Richard Beer-Hofmann","Richard Beer-Hofmann","1910","Directed","Paul Goldmann an Richard Beer-Hofmann","2 75"
"Felix Salten","2167","Hermann Bahr","Hermann Bahr","1910","Directed","Felix Salten an Hermann Bahr","3.9473684210526314"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1911","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","9"
"Richard Beer-Hofmann","10863","Arthur Schnitzler","Arthur Schnitzler","1911","Directed","Richard Beer-Hofmann an Arthur Schnitzler","4"
"Hermann Bahr","10815","Arthur Schnitzler","Arthur Schnitzler","1911","Directed","Hermann Bahr an Arthur Schnitzler","2"
"Arthur Schnitzler","2121","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1911","Directed","Arthur Schnitzler an Hugo von Hofmannsthal","7.317073170731708"
"Arthur Schnitzler","2121","Hermann Bahr","Hermann Bahr","1911","Directed","Arthur Schnitzler an Hermann Bahr","2.6315789473684212"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","Richard Beer-Hofmann","1911","Directed","Arthur Schnitzler an Richard Beer-Hofmann","3"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1911","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","1"
"Paul Goldmann","11485","Arthur Schnitzler","Arthur Schnitzler","1911","Directed","Paul Goldmann an Arthur Schnitzler","2"
"Arthur Schnitzler","2121","Paul Goldmann","Paul Goldmann","1911","Directed","Arthur Schnitzler an Paul Goldmann","1"
"Arthur Schnitzler","2121","Felix Salten","Felix Salten","1911","Directed","Arthur Schnitzler an Felix Salten","5.88235294117647"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1911","Directed","Felix Salten an Arthur Schnitzler","3"
"Felix Salten","2167","Hermann Bahr","Hermann Bahr","1911","Directed","Felix Salten an Hermann Bahr","1.3157894736842106"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","Richard Beer-Hofmann","1912","Directed","Arthur Schnitzler an Richard Beer-Hofmann","8"
"Hermann Bahr","10815","Arthur Schnitzler","Arthur Schnitzler","1912","Directed","Hermann Bahr an Arthur Schnitzler","5"
"Arthur Schnitzler","2121","Hermann Bahr","Hermann Bahr","1912","Directed","Arthur Schnitzler an Hermann Bahr","3.9473684210526314"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1912","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","12"
"Arthur Schnitzler","2121","Hugo von Hofmannsthal","Hugo von Hofmannsthal","1912","Directed","Arthur Schnitzler an Hugo von Hofmannsthal","4.878048780487805"
"Richard Beer-Hofmann","10863","Arthur Schnitzler","Arthur Schnitzler","1912","Directed","Richard Beer-Hofmann an Arthur Schnitzler","8"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1912","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","1"
"Hermann Bahr","10815","Richard Beer-Hofmann","Richard Beer-Hofmann","1912","Directed","Hermann Bahr an Richard Beer-Hofmann","1"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1912","Directed","Felix Salten an Arthur Schnitzler","6"
"Felix Salten","2167","Hermann Bahr","Hermann Bahr","1912","Directed","Felix Salten an Hermann Bahr","1.3157894736842106"
"Hugo von Hofmannsthal","11740","Arthur Schnitzler","Arthur Schnitzler","1913","Directed","Hugo von Hofmannsthal an Arthur Schnitzler","2"
"Arthur Schnitzler","2121","Hermann Bahr","Hermann Bahr","1913","Directed","Arthur Schnitzler an Hermann Bahr","7.894736842105263"
"Richard Beer-Hofmann","10863","Arthur Schnitzler","Arthur Schnitzler","1913","Directed","Richard Beer-Hofmann an Arthur Schnitzler","4"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","Richard Beer-Hofmann","1913","Directed","Arthur Schnitzler an Richard Beer-Hofmann","4"
"Hermann Bahr","10815","Arthur Schnitzler","Arthur Schnitzler","1913","Directed","Hermann Bahr an Arthur Schnitzler","4"
"Hugo von Hofmannsthal","11740","Richard Beer-Hofmann","Richard Beer-Hofmann","1913","Directed","Hugo von Hofmannsthal an Richard Beer-Hofmann","1"
"Hermann Bahr","10815","Richard Beer-Hofmann","Richard Beer-Hofmann","1913","Directed","Hermann Bahr an Richard Beer-Hofmann","3"
"Felix Salten","2167","Arthur Schnitzler","Arthur Schnitzler","1913","Directed","Felix Salten an Arthur Schnitzler","2"
"Felix Salten","2167","Hermann Bahr","Hermann Bahr","1913","Directed","Felix Salten an Hermann Bahr","1.3157894736842106"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","Richard Beer-Hofmann","1914","Directed","Arthur Schnitzler an Richard Beer-Hofmann","12"
"Hermann Bahr","10815","Arthur Schnitzler","Arthur Schnitzler","1914","Directed","Hermann Bahr an Arthur Schnitzler","2"
"Richard Beer-Hofmann","10863","Arthur Schnitzler","Arthur Schnitzler","1914","Directed","Richard Beer-Hofmann an Arthur Schnitzler","5"
