Source,SourceID,Target,TargetID,Year,Type,Label,Weight
"Arthur Schnitzler","2121","Richard Beer-Hofmann","10863","1892","Undirected","Arthur Schnitzler – Richard Beer-Hofmann, 1892","33"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","10863","1893","Undirected","Arthur Schnitzler – Richard Beer-Hofmann, 1893","46"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","10863","1894","Undirected","Arthur Schnitzler – Richard Beer-Hofmann, 1894","61"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","10863","1895","Undirected","Arthur Schnitzler – Richard Beer-Hofmann, 1895","53"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","10863","1896","Undirected","Arthur Schnitzler – Richard Beer-Hofmann, 1896","55"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","10863","1897","Undirected","Arthur Schnitzler – Richard Beer-Hofmann, 1897","51"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","10863","1898","Undirected","Arthur Schnitzler – Richard Beer-Hofmann, 1898","47"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","10863","1899","Undirected","Arthur Schnitzler – Richard Beer-Hofmann, 1899","61"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","10863","1900","Undirected","Arthur Schnitzler – Richard Beer-Hofmann, 1900","38"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","10863","1901","Undirected","Arthur Schnitzler – Richard Beer-Hofmann, 1901","41"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","10863","1902","Undirected","Arthur Schnitzler – Richard Beer-Hofmann, 1902","13"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","10863","1903","Undirected","Arthur Schnitzler – Richard Beer-Hofmann, 1903","22"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","10863","1904","Undirected","Arthur Schnitzler – Richard Beer-Hofmann, 1904","36"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","10863","1905","Undirected","Arthur Schnitzler – Richard Beer-Hofmann, 1905","25"
"Arthur Schnitzler","2121","Richard Beer-Hofmann","10863","1906","Undirected","Arthur Schnitzler – Richard Beer-Hofmann, 1906","13"
